split,image,class_id,w_norm,h_norm,w_px,h_px,min_wh_threshold,line
test2,284_2755.jpg,0,0.027344,0.006836,28.0,7.0,0.015,0 0.775391 0.906738 0.027344 0.006836
test2,284_4837.jpg,0,0.007812,0.032227,8.0,33.0,0.015,0 0.996094 0.420410 0.007812 0.032227
test2,284_4919.jpg,0,0.024414,0.006836,25.0,7.0,0.015,0 0.359863 0.899902 0.024414 0.006836
test2,284_4944.jpg,0,0.021484,0.006836,22.0,7.0,0.015,0 0.565430 0.897949 0.021484 0.006836
test2,284_5102.jpg,0,0.006836,0.040039,7.0,41.0,0.015,0 0.996582 0.297363 0.006836 0.040039
test2,284_5109.jpg,0,0.005859,0.039062,6.0,40.0,0.015,0 0.997070 0.230469 0.005859 0.039062
test2,284_5132.jpg,0,0.005859,0.037109,6.0,38.0,0.015,0 0.997070 0.291992 0.005859 0.037109
test2,284_5138.jpg,0,0.012695,0.020508,13.0,21.0,0.015,0 0.993652 0.097168 0.012695 0.020508
test2,284_5141.jpg,0,0.012695,0.020508,13.0,21.0,0.015,0 0.993652 0.097168 0.012695 0.020508
test2,284_6197.jpg,0,0.028320,0.014648,29.0,15.0,0.015,0 0.667480 0.296387 0.028320 0.014648
test2,284_6217.jpg,0,0.028320,0.014648,29.0,15.0,0.015,0 0.697754 0.318848 0.028320 0.014648
test2,284_6289.jpg,0,0.028320,0.014648,29.0,15.0,0.015,0 0.829590 0.437012 0.028320 0.014648
test2,284_6328.jpg,0,0.028320,0.014648,29.0,15.0,0.015,0 0.911621 0.495605 0.028320 0.014648
test2,284_6370.jpg,0,0.018555,0.014648,19.0,15.0,0.015,0 0.990723 0.549316 0.018555 0.014648
test2,284_8421.jpg,0,0.028320,0.013672,29.0,14.0,0.015,0 0.518066 0.213867 0.028320 0.013672
test2,284_8423.jpg,0,0.028320,0.014648,29.0,15.0,0.015,0 0.514160 0.211426 0.028320 0.014648
test2,284_8423.jpg,0,0.028320,0.014648,29.0,15.0,0.015,0 0.514160 0.211426 0.028320 0.014648
test2,284_8442.jpg,0,0.028320,0.014648,29.0,15.0,0.015,0 0.472168 0.185059 0.028320 0.014648
test2,284_8442.jpg,0,0.028320,0.014648,29.0,15.0,0.015,0 0.472168 0.185059 0.028320 0.014648
test2,284_8462.jpg,0,0.028320,0.014648,29.0,15.0,0.015,0 0.421387 0.156738 0.028320 0.014648
test2,284_8462.jpg,0,0.028320,0.014648,29.0,15.0,0.015,0 0.421387 0.156738 0.028320 0.014648
test2,284_8480.jpg,0,0.028320,0.014648,29.0,15.0,0.015,0 0.382324 0.131348 0.028320 0.014648
test2,284_8480.jpg,0,0.028320,0.014648,29.0,15.0,0.015,0 0.382324 0.131348 0.028320 0.014648
test2,284_8483.jpg,0,0.028320,0.014648,29.0,15.0,0.015,0 0.377441 0.128418 0.028320 0.014648
test2,284_8503.jpg,0,0.028320,0.014648,29.0,15.0,0.015,0 0.340332 0.115723 0.028320 0.014648
test2,284_9051.jpg,0,0.022461,0.012695,23.0,13.0,0.015,0 0.729004 0.148926 0.022461 0.012695
test2,284_9092.jpg,0,0.022461,0.012695,23.0,13.0,0.015,0 0.677246 0.216309 0.022461 0.012695
test2,284_9179.jpg,0,0.022461,0.012695,23.0,13.0,0.015,0 0.550293 0.345215 0.022461 0.012695
test2,284_9194.jpg,0,0.022461,0.012695,23.0,13.0,0.015,0 0.526855 0.366699 0.022461 0.012695
test2,284_9196.jpg,0,0.022461,0.012695,23.0,13.0,0.015,0 0.525879 0.366699 0.022461 0.012695
test2,284_9316.jpg,0,0.022461,0.012695,23.0,13.0,0.015,0 0.368652 0.524902 0.022461 0.012695
test2,284_9328.jpg,0,0.008789,0.014648,9.0,15.0,0.015,0 0.995605 0.517090 0.008789 0.014648
test2,284_9336.jpg,0,0.022461,0.012695,23.0,13.0,0.015,0 0.353027 0.552246 0.022461 0.012695
test2,284_9347.jpg,0,0.004883,0.026367,5.0,27.0,0.015,0 0.997559 0.672363 0.004883 0.026367
test2,284_9356.jpg,0,0.005859,0.028320,6.0,29.0,0.015,0 0.997070 0.645996 0.005859 0.028320
test2,284_9363.jpg,0,0.022461,0.012695,23.0,13.0,0.015,0 0.331543 0.586426 0.022461 0.012695
test2,284_9374.jpg,0,0.022461,0.012695,23.0,13.0,0.015,0 0.332520 0.586426 0.022461 0.012695
test2,284_9375.jpg,0,0.022461,0.012695,23.0,13.0,0.015,0 0.310059 0.620605 0.022461 0.012695
test2,284_9377.jpg,0,0.004883,0.017578,5.0,18.0,0.015,0 0.997559 0.620117 0.004883 0.017578
test2,284_9406.jpg,0,0.022461,0.012695,23.0,13.0,0.015,0 0.278809 0.659668 0.022461 0.012695
test2,284_9407.jpg,0,0.022461,0.012695,23.0,13.0,0.015,0 0.277832 0.661621 0.022461 0.012695
test2,284_9407.jpg,0,0.025391,0.014648,26.0,15.0,0.015,0 0.914062 0.633301 0.025391 0.014648
test2,284_9467.jpg,0,0.022461,0.012695,23.0,13.0,0.015,0 0.227051 0.732910 0.022461 0.012695
test2,284_9467.jpg,0,0.025391,0.014648,26.0,15.0,0.015,0 0.859375 0.707520 0.025391 0.014648
test2,284_9530.jpg,0,0.022461,0.012695,23.0,13.0,0.015,0 0.178223 0.805176 0.022461 0.012695
test2,284_9530.jpg,0,0.025391,0.014648,26.0,15.0,0.015,0 0.803711 0.778809 0.025391 0.014648
test2,284_9530.jpg,0,0.016602,0.002930,17.0,3.0,0.015,0 0.854004 0.913574 0.016602 0.002930
test2,284_9545.jpg,0,0.022461,0.012695,23.0,13.0,0.015,0 0.167480 0.821777 0.022461 0.012695
test2,284_9545.jpg,0,0.025391,0.014648,26.0,15.0,0.015,0 0.790039 0.797363 0.025391 0.014648
test2,284_9545.jpg,0,0.015625,0.005859,16.0,6.0,0.015,0 0.800781 0.908203 0.015625 0.005859
test2,284_9581.jpg,0,0.022461,0.012695,23.0,13.0,0.015,0 0.144043 0.860840 0.022461 0.012695
test2,284_9581.jpg,0,0.017578,0.006836,18.0,7.0,0.015,0 0.781250 0.906738 0.017578 0.006836
test2,284_9581.jpg,0,0.025391,0.014648,26.0,15.0,0.015,0 0.758789 0.836426 0.025391 0.014648
test2,284_9633.jpg,0,0.022461,0.006836,23.0,7.0,0.015,0 0.103027 0.914551 0.022461 0.006836
test2,284_9633.jpg,0,0.025391,0.014648,26.0,15.0,0.015,0 0.716797 0.890137 0.025391 0.014648
test2,284_9633.jpg,0,0.023438,0.010742,24.0,11.0,0.015,0 0.777344 0.904785 0.023438 0.010742
test2,284_9639.jpg,0,0.025391,0.014648,26.0,15.0,0.015,0 0.711914 0.895996 0.025391 0.014648
test2,284_9639.jpg,0,0.023438,0.005859,24.0,6.0,0.015,0 0.772461 0.906250 0.023438 0.005859
test2,284_9652.jpg,0,0.025391,0.005859,26.0,6.0,0.015,0 0.702148 0.903320 0.025391 0.005859
test2,284_9662.jpg,0,0.023438,0.012695,24.0,13.0,0.015,0 0.297852 0.899902 0.023438 0.012695
test2,298_20307.jpg,0,0.022461,0.013672,23.0,14.0,0.015,0 0.633301 0.884766 0.022461 0.013672
test2,299_4869.jpg,0,0.012695,0.033203,13.0,34.0,0.015,0 0.993652 0.442383 0.012695 0.033203
test2,309_20143.jpg,0,0.044922,0.003906,46.0,4.0,0.015,0 0.724609 0.905273 0.044922 0.003906
test2,55_4500.jpg,0,0.000977,0.032227,1.0,33.0,0.015,0 0.000488 0.164551 0.000977 0.032227
test2,55_6818.jpg,0,0.052734,0.011719,54.0,12.0,0.015,0 0.882812 0.902344 0.052734 0.011719
test2,55_6818.jpg,0,0.043945,0.004883,45.0,5.0,0.015,0 0.770996 0.896973 0.043945 0.004883
test2,55_9978.jpg,0,0.037109,0.012695,38.0,13.0,0.015,0 0.061523 0.906738 0.037109 0.012695
